payment_id,order_id,method,captured_at,amount
pay_33862457,order_57685206,upi,2026-08-20T12:00:44,1448.31
pay_54603976,order_65094483,upi,2026-08-20T12:29:44,2388.89
pay_17833565,order_11880743,card,2026-08-20T12:45:44,3085.4
pay_98436352,order_25874256,netbanking,2026-08-20T13:38:44,4777.17
pay_18501332,order_1260913,netbanking,2026-08-20T13:58:44,1928.99
pay_50998695,order_37914831,card,2026-08-20T14:25:44,1827.61
pay_55600802,order_29003248,card,2026-08-20T14:39:44,310.86
pay_59563793,order_53392040,upi,2026-08-20T15:03:44,935.84
pay_52549,order_63418380,netbanking,2026-08-20T15:21:44,649.09
pay_91880631,order_91484717,netbanking,2026-08-20T15:27:44,4541.07
pay_13515200,order_27935801,card,2026-08-20T16:16:44,294.17
pay_6569630,order_82303835,netbanking,2026-08-20T17:03:44,4672.29
pay_1421952,order_51386336,netbanking,2026-08-20T17:23:44,615.97
pay_18827813,order_4476847,netbanking,2026-08-20T17:52:44,3648.35
pay_43820615,order_38622925,netbanking,2026-08-20T18:28:44,2477.28
pay_4489588,order_50948351,netbanking,2026-08-20T19:12:44,171.32
pay_32584253,order_29914656,netbanking,2026-08-20T19:18:44,4739.65
pay_9394718,order_48199337,upi,2026-08-20T19:48:44,185.94
pay_73757462,order_99798945,card,2026-08-20T20:29:44,4124.8
pay_96616638,order_21932815,netbanking,2026-08-20T21:21:44,2945.29
pay_88625562,order_7073206,netbanking,2026-08-20T21:57:44,1732.08
pay_47242961,order_83461382,upi,2026-08-20T22:08:44,1985.07
pay_64481440,order_48425758,upi,2026-08-20T22:49:44,4358.98
pay_11945919,order_24019381,netbanking,2026-08-20T22:55:44,228.25
pay_70233624,order_32249050,netbanking,2026-08-20T23:28:44,1034.6
pay_6914184,order_16244157,upi,2026-08-20T23:58:44,2355.09
pay_92696564,order_271793,card,2026-08-21T00:41:44,774.7
pay_97754754,order_2868949,netbanking,2026-08-21T01:08:44,3717.1
pay_98513007,order_52837145,card,2026-08-21T01:45:44,972.82
pay_68942651,order_90492528,upi,2026-08-21T02:08:44,4148.37
pay_9662070,order_6620693,card,2026-08-21T02:55:44,2995.05
pay_45942135,order_89732851,upi,2026-08-21T03:27:44,817.54
pay_83007473,order_56946148,card,2026-08-21T03:49:44,1341.61
pay_14784911,order_24650620,netbanking,2026-08-21T04:32:44,1831.82
pay_55366122,order_15346013,upi,2026-08-21T05:26:44,304.85
pay_28922819,order_81112820,card,2026-08-21T05:32:44,4162.83
pay_7638140,order_48629351,upi,2026-08-21T05:47:44,4695.28
pay_92695480,order_97568103,netbanking,2026-08-21T05:57:44,1711.65
pay_55589419,order_71176144,netbanking,2026-08-21T06:21:44,743.35
pay_2992321,order_65814896,card,2026-08-21T07:20:44,4803.13
pay_37078845,order_82150435,netbanking,2026-08-21T07:34:44,1078.56
pay_73792936,order_3289680,card,2026-08-21T07:52:44,97.54
pay_55854074,order_27439740,card,2026-08-21T08:45:44,4528.56
pay_77106467,order_4083703,card,2026-08-21T09:31:44,541.36
pay_70158619,order_46531680,card,2026-08-21T10:20:44,4569.66
pay_5935029,order_3686052,upi,2026-08-21T11:18:44,628.17
pay_64660592,order_84759154,upi,2026-08-21T12:10:44,172.14
pay_58347337,order_17230333,netbanking,2026-08-21T12:24:44,129.41
pay_7749709,order_78504803,netbanking,2026-08-21T13:23:44,463.54
pay_97761969,order_71893451,card,2026-08-21T14:06:44,2561.52
pay_63219642,order_58588768,card,2026-08-21T14:18:44,4840.94
pay_86571069,order_45608951,upi,2026-08-21T14:20:44,4268.82
pay_84202150,order_46187767,card,2026-08-21T14:54:44,3809.91
pay_32734352,order_20014618,netbanking,2026-08-21T14:58:44,1759.44
pay_21130382,order_52468784,card,2026-08-21T15:19:44,768.97
pay_4814035,order_71371796,card,2026-08-21T15:47:44,4103.95
pay_55129664,order_81501663,card,2026-08-21T16:19:44,1343.98
pay_67644016,order_10408537,upi,2026-08-21T16:48:44,4353.51
pay_84961042,order_8084790,netbanking,2026-08-21T17:44:44,1926.79
pay_87734733,order_4833193,card,2026-08-21T17:56:44,53.01
pay_23715023,order_34447861,upi,2026-08-21T18:16:44,2095.62
pay_30702027,order_41873956,netbanking,2026-08-21T18:32:44,2010.72
pay_93933917,order_26697078,netbanking,2026-08-21T19:25:44,2209.8
pay_43364953,order_60568147,netbanking,2026-08-21T20:09:44,234.2
pay_47463544,order_60498605,card,2026-08-21T20:58:44,2222.37
pay_10141575,order_62501771,card,2026-08-21T21:05:44,2037.96
pay_63886289,order_77585685,upi,2026-08-21T21:20:44,2525.97
pay_63521570,order_81234171,netbanking,2026-08-21T21:30:44,4853.23
pay_5726200,order_19650095,card,2026-08-21T22:27:44,2814.68
pay_71767856,order_80249639,card,2026-08-21T23:10:44,3916.6
pay_24512786,order_40597642,card,2026-08-21T23:16:44,2697.08
pay_7039390,order_99432310,card,2026-08-21T23:48:44,920.81
pay_28897302,order_71882313,upi,2026-08-22T00:41:44,2136.11
pay_56103241,order_25022101,upi,2026-08-22T01:25:44,4284.65
pay_38383294,order_39398648,card,2026-08-22T02:07:44,268.07
pay_78751838,order_89997881,netbanking,2026-08-22T02:25:44,259.89
pay_17925857,order_79854022,netbanking,2026-08-22T02:53:44,1444.4
pay_95733213,order_56046076,netbanking,2026-08-22T03:55:44,3690.11
pay_58540485,order_20811478,upi,2026-08-22T04:45:44,1233.62
pay_83288962,order_46992373,upi,2026-08-22T04:57:44,458.12
pay_80912505,order_52002135,card,2026-08-22T05:35:44,1482.73
pay_20425012,order_35021568,upi,2026-08-22T06:25:44,178.68
pay_21035293,order_90382393,card,2026-08-22T07:10:44,2983.49
pay_22397423,order_71759584,upi,2026-08-22T08:13:44,221.75
pay_49280669,order_48313599,upi,2026-08-22T09:01:44,3004.91
pay_71080663,order_28032300,netbanking,2026-08-22T09:55:44,2217.03
pay_66867611,order_6910307,card,2026-08-22T10:41:44,1468.57
pay_61517622,order_6351460,card,2026-08-22T11:13:44,1934.29
pay_15829466,order_4833328,netbanking,2026-08-22T12:02:44,4896.43
pay_69115216,order_37307790,card,2026-08-22T12:45:44,3501.64
pay_43756292,order_25294181,netbanking,2026-08-22T13:08:44,3807.99
pay_23527193,order_38689712,netbanking,2026-08-22T14:03:44,821.72
pay_5888282,order_13962488,upi,2026-08-22T14:26:44,4333.13
pay_77571324,order_45055133,netbanking,2026-08-22T14:52:44,3490.38
pay_17401399,order_52881619,upi,2026-08-22T15:16:44,364.78
pay_31725044,order_41499272,netbanking,2026-08-22T15:34:44,3588.47
pay_681675,order_18799952,netbanking,2026-08-22T15:48:44,1779.83
pay_37678793,order_22444026,card,2026-08-22T16:18:44,3023.95
pay_66434961,order_31980016,netbanking,2026-08-22T17:02:44,3306.63
pay_23564276,order_31544026,netbanking,2026-08-22T17:37:44,2519.85
pay_29040631,order_27888954,netbanking,2026-08-22T17:48:44,785.57
pay_88304714,order_74866,upi,2026-08-22T18:33:44,3373.77
pay_80882392,order_23075665,netbanking,2026-08-22T18:57:44,3700.11
pay_34193774,order_1288996,upi,2026-08-22T19:41:44,167.42
pay_87390095,order_44500158,card,2026-08-22T19:44:44,1777.22
pay_96475502,order_81102534,upi,2026-08-22T20:12:44,2548.57
pay_73974232,order_13322957,card,2026-08-22T20:51:44,4361.39
pay_73024578,order_44813183,card,2026-08-22T21:28:44,2364.89
pay_72830845,order_89975431,upi,2026-08-22T21:57:44,2431.57
pay_78396669,order_13279899,netbanking,2026-08-22T22:48:44,4766.74
pay_88760732,order_15677015,upi,2026-08-22T22:58:44,818.66
